urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,ekran_ekran_dayanıklılığı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_yonga_seti_chipset,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık,özelli̇kler_suya_dayanıklılık_seviyesi
11220.98,36,6.5 İnç,PLS,HD+,60 Hz,,5000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio P35 (MT6765),8 Çekirdek,12 nm,152.800 Puan,4 GB,64 GB,8.9 mm,205 Gram,Plastik,Yok,5.0,Yok,Android,Yok,
,54,6.7 İnç,Super AMOLED,FHD+,60 Hz,Corning Gorilla Glass 3,4500 mAh,Var,25 W,Yok,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Samsung Exynos 9 Series 9810,8 Çekirdek,10 nm,,8 GB,128 GB,8.7 mm,199 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Yok,
26009.00,67,6.78 İnç,AMOLED,FHD+,144 Hz,,5000 mAh,Var,70 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,MediaTek Dimensity 8200,8 Çekirdek,4 nm,937.100 Puan,12 GB,512 GB,7.68 mm,187 Gram,,Var,5.3,Var,Android,,
37498.99,71,6.74 İnç,OLED,FHD+,120 Hz,,4700 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Qualcomm Snapdragon 8+ Gen 1 (SM8475),8 Çekirdek,4 nm,1.255.000 Puan,8 GB,256 GB,8.5 mm,209 Gram,,Yok,5.2,Var,Android,Var,IPX8
9995.50,52,6.67 İnç,IPS LCD,FHD+,120 Hz,Corning Gorilla Glass 5,5160 mAh,Var,33 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,20 MP,Qualcomm Snapdragon 732G (SM7150-AC),8 Çekirdek,8 nm,403.800 Puan,6 GB,128 GB,9.4 mm,215 Gram,Plastik (Cam Görünümlü),Yok,5.1,Var,Android,Var,IPX3
29875.00,63,6.7 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 7s Gen 2 (SM7435-AB),8 Çekirdek,4 nm,644.700 Puan,8 GB,256 GB,8.75 mm,196 Gram,,Var,5.2,Var,Android,Var,IPX5
18145.00,58,6.4 İnç,Super AMOLED,FHD+,90 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,48 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,Samsung Exynos 1280,8 Çekirdek,5 nm,450.500 Puan,6 GB,128 GB,8.1 mm,186 Gram,Plastik (Cam Görünümlü),Var,5.1,Var,Android,Var,IPX7
29499.00,43,6.1 İnç,IPS LCD,HD+,60 Hz,,2942 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,Apple A12 Bionic,6 Çekirdek,7 nm,736.800 Puan,3 GB,64 GB,8.3 mm,194 Gram,Cam,Yok,5.0,Var,iOS,Var,IPX7
14278.00,,6.77 İnç,AMOLED,FHD+,120 Hz,,6500 mAh,Var,90 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,Qualcomm Snapdragon 685 (SM6225-AD),8 Çekirdek,6 nm,,8 GB,256 GB,7.59 mm,194 Gram,,Yok,5.0,Var,Android,Var,IPX5
8021.05,47,6.67 İnç,IPS LCD,FHD+,60 Hz,Corning Gorilla Glass 5,5020 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 720G (SM7125),8 Çekirdek,8 nm,402.600 Puan,6 GB,64 GB,8.8 mm,209 Gram,Cam,Yok,5.0,Var,Android,Var,Sadece Sıçramalara Karşı (P2i)
8784.13,49,6.67 İnç,IPS LCD,FHD+,60 Hz,Corning Gorilla Glass 5,5020 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 720G (SM7125),8 Çekirdek,8 nm,402.600 Puan,6 GB,128 GB,8.8 mm,209 Gram,Cam,Yok,5.0,Var,Android,Var,Sadece Sıçramalara Karşı (P2i)
,51,6.7 İnç,Super AMOLED,FHD+,60 Hz,Corning Gorilla Glass 3,4500 mAh,Var,25 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 730 (SM7150-AA),8 Çekirdek,8 nm,380.800 Puan,8 GB,128 GB,7.7 mm,179 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Yok,
30907.68,72,6.67 İnç,AMOLED,QHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,120 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,16 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.538.700 Puan,12 GB,512 GB,8.21 mm,209 Gram,Cam,Var,5.3,Var,Android,Var,IPX3
52499.00,66,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3227 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.550.800 Puan,4 GB,256 GB,7.65 mm,174 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
11979.50,,6.75 İnç,IPS LCD,HD+,120 Hz,,6000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,5 MP,MediaTek Dimensity 6400,8 Çekirdek,6 nm,,8 GB,256 GB,8.14 mm,199 Gram,,Var,5.4,Var,Android,Var,IPX4
87799.00,83,6.3 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),3692 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19,6 Çekirdek,3 nm,2.542.200 Puan,8 GB,512 GB,7.95 mm,177 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
7719.04,,6.51 İnç,IPS LCD,HD+,60 Hz,,5000 mAh,Yok,,Yok,48 MP,,1080p (Full HD),30 fps,24 MP,Unisoc T606,8 Çekirdek,12 nm,274.900 Puan,8 GB,256 GB,9 mm,,,Yok,5.0,,Android,Yok,
6911.04,,6.74 İnç,,HD+,60 Hz,,4000 mAh,Yok,,Yok,64 MP,Yok,1080p (Full HD),30 fps,16 MP,Unisoc T606,8 Çekirdek,12 nm,248.300 Puan,8 GB,128 GB,,,,Yok,5.0,Yok,Android,Yok,
,67,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3687 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A14 Bionic,6 Çekirdek,5 nm,1.278.900 Puan,6 GB,128 GB,7.4 mm,228 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
17499.00,60,6.78 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,70 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,50 MP,MediaTek Dimensity 7020,8 Çekirdek,6 nm,506.700 Puan,12 GB,512 GB,7.83 mm,190 Gram,,Var,5.3,Var,Android,Var,IPX4
14799.00,49,6.5 İnç,Super AMOLED,FHD+,90 Hz,,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,402.900 Puan,6 GB,128 GB,8.3 mm,195 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Yok,
55824.00,77,6.8 İnç,OLED,FHD+,120 Hz,Kunlun Glass 2,5170 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Huawei Kirin 9020,8 Çekirdek,7 nm,1.105.100 Puan,12 GB,512 GB,8.3 mm,219 Gram,Cam,Yok,5.2,Var,Android,Var,IPX9
69349.05,73,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,4383 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.417.400 Puan,6 GB,256 GB,7.8 mm,201 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
85499.00,79,6.8 İnç,OLED,FHD+,120 Hz,Crystal Armour Kunlun Glass 2,5170 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Huawei Kirin 9020,8 Çekirdek,7 nm,1.160.300 Puan,16 GB,512 GB,8.3 mm,233.5 Gram,Cam,Yok,5.2,Var,Android,Var,IPX9
27049.00,71,6.78 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,5500 mAh,Var,120 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Qualcomm Snapdragon 7+ Gen 3 (SM7675-AB),8 Çekirdek,4 nm,1.489.800 Puan,12 GB,256 GB,8.65 mm,191 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX5
,67,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 8300,8 Çekirdek,4 nm,1.426.100 Puan,8 GB,256 GB,8.35 mm,190 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX4
9786.77,54,6.67 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,33 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,432.900 Puan,8 GB,256 GB,7.82 mm,185 Gram,,Yok,5.2,Var,Android,Var,IPX3
42975.00,75,6.6 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4700 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.515.500 Puan,8 GB,256 GB,7.6 mm,195 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
9167.04,50,6.47 İnç,AMOLED,FHD+,60 Hz,Corning Gorilla Glass 5,5260 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 730G (SM7150-AB),8 Çekirdek,8 nm,,6 GB,128 GB,9.67 mm,204 Gram,Cam,Yok,5.0,Var,Android,Yok,
13247.04,50,6.43 İnç,AMOLED,FHD+,90 Hz,Corning Gorilla Glass 3,5000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,MediaTek Helio G96 (MT6781V/CD),8 Çekirdek,12 nm,397.500 Puan,8 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,5.0,Yok,Android,Var,IPX3
33399.00,,6.57 İnç,AMOLED,FHD+,120 Hz,,7000 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,,12 GB,256 GB,8.27 mm,202 Gram,,Var,5.1,Var,Android,Var,IPX9
26131.01,65,6.57 İnç,AMOLED,FHD+,120 Hz,AGC Dragontrail DT-STAR D+,6000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,677.736 Puan,12 GB,256 GB,7.78 mm,180 Gram,,Var,5.1,Var,Android,Var,IPX9
28409.18,59,6.7 İnç,Super AMOLED,FHD+,90 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 720G (SM7125),8 Çekirdek,8 nm,,8 GB,128 GB,8.4 mm,203 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX7
52499.00,66,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3227 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.550.800 Puan,4 GB,256 GB,7.65 mm,174 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
11979.50,,6.75 İnç,IPS LCD,HD+,120 Hz,,6000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,5 MP,MediaTek Dimensity 6400,8 Çekirdek,6 nm,,8 GB,256 GB,8.14 mm,199 Gram,,Var,5.4,Var,Android,Var,IPX4
87799.00,83,6.3 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),3692 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19,6 Çekirdek,3 nm,2.542.200 Puan,8 GB,512 GB,7.95 mm,177 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
7719.04,,6.51 İnç,IPS LCD,HD+,60 Hz,,5000 mAh,Yok,,Yok,48 MP,,1080p (Full HD),30 fps,24 MP,Unisoc T606,8 Çekirdek,12 nm,274.900 Puan,8 GB,256 GB,9 mm,,,Yok,5.0,,Android,Yok,
6911.04,,6.74 İnç,,HD+,60 Hz,,4000 mAh,Yok,,Yok,64 MP,Yok,1080p (Full HD),30 fps,16 MP,Unisoc T606,8 Çekirdek,12 nm,248.300 Puan,8 GB,128 GB,,,,Yok,5.0,Yok,Android,Yok,
,67,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3687 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A14 Bionic,6 Çekirdek,5 nm,1.278.900 Puan,6 GB,128 GB,7.4 mm,228 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
17499.00,60,6.78 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,70 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,50 MP,MediaTek Dimensity 7020,8 Çekirdek,6 nm,506.700 Puan,12 GB,512 GB,7.83 mm,190 Gram,,Var,5.3,Var,Android,Var,IPX4
14799.00,49,6.5 İnç,Super AMOLED,FHD+,90 Hz,,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,402.900 Puan,6 GB,128 GB,8.3 mm,195 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Yok,
55824.00,77,6.8 İnç,OLED,FHD+,120 Hz,Kunlun Glass 2,5170 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Huawei Kirin 9020,8 Çekirdek,7 nm,1.105.100 Puan,12 GB,512 GB,8.3 mm,219 Gram,Cam,Yok,5.2,Var,Android,Var,IPX9
69349.05,73,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,4383 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.417.400 Puan,6 GB,256 GB,7.8 mm,201 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
49999.00,76,6.8 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,Qualcomm Snapdragon 8 Gen 3 (SM8650-AB/AC),8 Çekirdek,4 nm,2.213.700 Puan,16 GB,512 GB,8.9 mm,229 Gram,Cam,Var,5.3,Var,Android,Yok,
85499.00,79,6.8 İnç,OLED,FHD+,120 Hz,Crystal Armour Kunlun Glass 2,5170 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Huawei Kirin 9020,8 Çekirdek,7 nm,1.160.300 Puan,16 GB,512 GB,8.3 mm,233.5 Gram,Cam,Yok,5.2,Var,Android,Var,IPX9
27049.00,71,6.78 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,5500 mAh,Var,120 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Qualcomm Snapdragon 7+ Gen 3 (SM7675-AB),8 Çekirdek,4 nm,1.489.800 Puan,12 GB,256 GB,8.65 mm,191 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX5
,67,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 8300,8 Çekirdek,4 nm,1.426.100 Puan,8 GB,256 GB,8.35 mm,190 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX4
9786.77,54,6.67 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,33 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,432.900 Puan,8 GB,256 GB,7.82 mm,185 Gram,,Yok,5.2,Var,Android,Var,IPX3
42975.00,75,6.6 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4700 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.515.500 Puan,8 GB,256 GB,7.6 mm,195 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
9167.04,50,6.47 İnç,AMOLED,FHD+,60 Hz,Corning Gorilla Glass 5,5260 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 730G (SM7150-AB),8 Çekirdek,8 nm,,6 GB,128 GB,9.67 mm,204 Gram,Cam,Yok,5.0,Var,Android,Yok,
13247.04,50,6.43 İnç,AMOLED,FHD+,90 Hz,Corning Gorilla Glass 3,5000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,MediaTek Helio G96 (MT6781V/CD),8 Çekirdek,12 nm,397.500 Puan,8 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,5.0,Yok,Android,Var,IPX3
33399.00,,6.57 İnç,AMOLED,FHD+,120 Hz,,7000 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,,12 GB,256 GB,8.27 mm,202 Gram,,Var,5.1,Var,Android,Var,IPX9
26131.01,65,6.57 İnç,AMOLED,FHD+,120 Hz,AGC Dragontrail DT-STAR D+,6000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,677.736 Puan,12 GB,256 GB,7.78 mm,180 Gram,,Var,5.1,Var,Android,Var,IPX9
29699.00,66,6.76 İnç,OLED,FHD+,120 Hz,,5000 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,60 MP,Huawei Kirin 8000,8 Çekirdek,7 nm,653.300 Puan,12 GB,512 GB,7.82 mm,209 Gram,,Yok,5.2,Var,Android,Yok,
28409.18,59,6.7 İnç,Super AMOLED,FHD+,90 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 720G (SM7125),8 Çekirdek,8 nm,,8 GB,128 GB,8.4 mm,203 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX7
27999.00,70,6.55 İnç,AMOLED,FHD+,120 Hz,,6000 mAh,Var,80 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 7 Gen 3 (SM7550-AB),8 Çekirdek,4 nm,848.100 Puan,12 GB,512 GB,7.3 mm,184 Gram,,Var,5.4,Var,Android,Var,IPX6
5579.10,36,6.6 İnç,IPS LCD,HD+,90 Hz,,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,Unisoc SC9863A,8 Çekirdek,28 nm,154.100 Puan,4 GB,128 GB,8.6 mm,199 Gram,,Yok,5.2,Var,Android,Yok,
8561.04,46,6.56 İnç,IPS LCD,HD+,120 Hz,,5000 mAh,Var,22.5 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,8 MP,Unisoc T760,8 Çekirdek,6 nm,469.100 Puan,6 GB,256 GB,8.6 mm,205.5 Gram,Plastik (Cam Görünümlü),Var,5.2,Var,Android,Yok,
22919.04,55,6.5 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,6000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,Samsung Exynos 1280,8 Çekirdek,5 nm,488.200 Puan,6 GB,128 GB,8.8 mm,208 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Yok,
,76,6.1 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,3200 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.432.800 Puan,6 GB,256 GB,7.85 mm,206 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
42999.00,85,6.59 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6210 mAh,Var,100 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,20 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,,12 GB,512 GB,8 mm,199 Gram,,Var,5.4,Var,Android,Var,IPX8
58499.03,76,6.9 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4300 mAh,Var,25 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,Samsung Exynos 2500,10 Çekirdek,3 nm,1.943.900 Puan,12 GB,256 GB,6.5 mm,188 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
,63,5.4 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,2425 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.289.300 Puan,4 GB,128 GB,7.65 mm,141 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
16999.00,62,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,200 MP,Var,1080p (Full HD),60 fps,16 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,438.300 Puan,12 GB,512 GB,7.98 mm,188 Gram,Cam,Yok,5.2,Var,Android,Var,IPX4
1399.00,11,4.0 İnç,Super AMOLED,SD,60 Hz,,1500 mAh,Yok,,Yok,5 MP,Yok,720p (HD),30 fps,0.3 MP,NovaThor U8420,2 Çekirdek,45 nm,,1 GB,8 GB,9.9 mm,120 Gram,,Yok,4.0,Yok,Android,Yok,
18899.00,56,6.78 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 7i,5160 mAh,Var,45 W,Yok,50 MP,,1440p (Quad HD) 2K,30 fps,13 MP,MediaTek Helio G200,8 Çekirdek,6 nm,449.900 Puan,8 GB,256 GB,5.95 mm,155 Gram,Plastik (Cam Görünümlü),Yok,5.4,Var,Android,Var,IPX5
15173.10,60,6.77 İnç,AMOLED,FHD+,120 Hz,,6500 mAh,Var,90 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,32 MP,MediaTek Dimensity 6300,8 Çekirdek,6 nm,438.900 Puan,12 GB,256 GB,7.79 mm,197 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX5
8999.00,47,6.8 İnç,IPS LCD,FHD+,90 Hz,,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,MediaTek Helio G88 (MT6769H),8 Çekirdek,12 nm,,8 GB,256 GB,8.46 mm,208 Gram,Cam,Yok,5.0,Var,Android,Yok,
48999.00,67,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3279 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.381.900 Puan,6 GB,256 GB,7.8 mm,172 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
,65,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,2815 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A14 Bionic,6 Çekirdek,5 nm,1.092.600 Puan,6 GB,128 GB,7.4 mm,189 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
9457.00,,6.67 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,33 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,24 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,,8 GB,256 GB,7.9 mm,190 Gram,,Yok,5.0,Var,Android,Yok,
15999.00,45,6.4 İnç,IPS LCD,FHD+,60 Hz,,4200 mAh,Var,40 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,16 MP,Huawei Kirin 810,8 Çekirdek,7 nm,452.300 Puan,6 GB,128 GB,8.7 mm,183 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Yok,
8101.44,46,6.53 İnç,IPS LCD,FHD+,60 Hz,Corning Gorilla Glass 5,4500 mAh,Var,18 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,20 MP,MediaTek Helio G90T,8 Çekirdek,12 nm,439.200 Puan,6 GB,128 GB,8.8 mm,199 Gram,Cam,Yok,5.0,Var,Android,Var,IPX2
6500.00,38,6.74 İnç,IPS LCD,HD+,90 Hz,,5000 mAh,Yok,,Yok,32 MP,Yok,1080p (Full HD),30 fps,5 MP,Unisoc T612,8 Çekirdek,12 nm,261.200 Puan,6 GB,128 GB,7.84 mm,187 Gram,,Yok,5.0,Yok,Android,Var,IPX4
10600.76,46,6.6 İnç,IPS LCD,FHD+,120 Hz,,4500 mAh,Var,22.5 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,Unisoc T820,8 Çekirdek,6 nm,447.700 Puan,8 GB,256 GB,7.98 mm,189 Gram,Plastik (Cam Görünümlü),Var,5.2,Var,Android,Yok,
